Date,Value,Value_Classification,BTC_Closing,BTC_Volume
31/08/2018,17,Extreme Fear,7037.580078,4495650000
01/09/2018,21,Extreme Fear,7193.25,4116050000
02/09/2018,18,Extreme Fear,7272.720215,4329540000
03/09/2018,19,Extreme Fear,7260.060059,4087760000
04/09/2018,26,Fear,7361.660156,4273640000
05/09/2018,17,Extreme Fear,6792.830078,5800460000
06/09/2018,14,Extreme Fear,6529.169922,5523470000
07/09/2018,17,Extreme Fear,6467.069824,4264680000
08/09/2018,18,Extreme Fear,6225.97998,3835060000
09/09/2018,13,Extreme Fear,6300.859863,3671890000
10/09/2018,15,Extreme Fear,6329.700195,3714100000
11/09/2018,18,Extreme Fear,6321.200195,3849910000
12/09/2018,14,Extreme Fear,6351.799805,4064230000
13/09/2018,20,Extreme Fear,6517.310059,4210910000
14/09/2018,23,Extreme Fear,6512.709961,4076220000
15/09/2018,24,Extreme Fear,6543.200195,3216300000
16/09/2018,28,Fear,6517.180176,3273730000
17/09/2018,25,Extreme Fear,6281.200195,3910780000
18/09/2018,21,Extreme Fear,6371.299805,4180090000
19/09/2018,24,Extreme Fear,6398.540039,4431340000
20/09/2018,24,Extreme Fear,6519.669922,4348110000
21/09/2018,31,Fear,6734.950195,6531940000
22/09/2018,35,Fear,6721.97998,4509660000
23/09/2018,38,Fear,6710.629883,4197500000
24/09/2018,43,Fear,6595.410156,4177310000
25/09/2018,37,Fear,6446.470215,4726180000
26/09/2018,37,Fear,6495,4437300000
27/09/2018,42,Fear,6676.75,4606810000
28/09/2018,42,Fear,6644.129883,5014430000
29/09/2018,37,Fear,6601.959961,4363690000
30/09/2018,34,Fear,6625.560059,4002280000
01/10/2018,35,Fear,6589.620117,4000970000
02/10/2018,33,Fear,6556.100098,3979260000
03/10/2018,36,Fear,6502.589844,3887310000
04/10/2018,29,Fear,6576.689941,3838410000
05/10/2018,37,Fear,6622.47998,3671500000
06/10/2018,34,Fear,6588.310059,3259740000
07/10/2018,29,Fear,6602.950195,3306630000
08/10/2018,26,Fear,6652.22998,3979460000
09/10/2018,31,Fear,6642.640137,3580810000
10/10/2018,28,Fear,6585.529785,3787650000
11/10/2018,19,Extreme Fear,6256.240234,5181640000
12/10/2018,13,Extreme Fear,6274.580078,3783500000
13/10/2018,15,Extreme Fear,6285.990234,3064030000
14/10/2018,18,Extreme Fear,6290.930176,3085320000
15/10/2018,20,Extreme Fear,6596.540039,7370770000
16/10/2018,24,Extreme Fear,6596.109863,4074800000
17/10/2018,23,Extreme Fear,6544.430176,4088420000
18/10/2018,26,Fear,6476.709961,3924080000
19/10/2018,24,Extreme Fear,6465.410156,3578870000
20/10/2018,21,Extreme Fear,6489.189941,3379130000
21/10/2018,21,Extreme Fear,6482.350098,3253610000
22/10/2018,27,Fear,6487.160156,3672860000
23/10/2018,24,Extreme Fear,6475.740234,3716150000
24/10/2018,23,Extreme Fear,6495.839844,3424670000
25/10/2018,25,Extreme Fear,6476.290039,3230550000
26/10/2018,29,Fear,6474.75,3306050000
27/10/2018,33,Fear,6480.379883,3393250000
28/10/2018,35,Fear,6486.390137,3445190000
29/10/2018,34,Fear,6332.629883,4199910000
30/10/2018,31,Fear,6334.27002,3781100000
31/10/2018,32,Fear,6317.609863,4191240000
01/11/2018,29,Fear,6377.779785,3789400000
02/11/2018,36,Fear,6388.439941,4234870000
03/11/2018,36,Fear,6361.259766,3658640000
04/11/2018,41,Fear,6376.129883,4390020000
05/11/2018,42,Fear,6419.660156,4174800000
06/11/2018,42,Fear,6461.009766,4700040000
07/11/2018,48,Neutral,6530.140137,4941260000
08/11/2018,51,Neutral,6453.720215,4665260000
09/11/2018,47,Neutral,6385.620117,4346820000
10/11/2018,52,Neutral,6409.220215,3705320000
11/11/2018,54,Neutral,6411.27002,3939060000
12/11/2018,52,Neutral,6371.27002,4295770000
13/11/2018,56,Greed,6359.490234,4503800000
14/11/2018,49,Neutral,5738.350098,7398940000
15/11/2018,28,Fear,5648.029785,7032140000
16/11/2018,23,Extreme Fear,5575.549805,5279320000
17/11/2018,24,Extreme Fear,5554.330078,4303150000
18/11/2018,26,Fear,5623.540039,4159680000
19/11/2018,28,Fear,4871.490234,7039560000
20/11/2018,21,Extreme Fear,4451.870117,8428290000
21/11/2018,15,Extreme Fear,4602.169922,6120120000
22/11/2018,14,Extreme Fear,4365.939941,4569370000
23/11/2018,12,Extreme Fear,4347.109863,4871490000
24/11/2018,15,Extreme Fear,3880.76001,4679500000
25/11/2018,9,Extreme Fear,4009.969971,6825640000
26/11/2018,17,Extreme Fear,3779.129883,6476900000
27/11/2018,11,Extreme Fear,3820.719971,5998720000
28/11/2018,14,Extreme Fear,4257.419922,7280280000
29/11/2018,18,Extreme Fear,4278.84668,6503347767
30/11/2018,19,Extreme Fear,4017.268555,6048016717
01/12/2018,13,Extreme Fear,4214.671875,5375314093
02/12/2018,15,Extreme Fear,4139.87793,5262697895
03/12/2018,17,Extreme Fear,3894.130859,5089570994
04/12/2018,12,Extreme Fear,3956.893799,5028069239
05/12/2018,19,Extreme Fear,3753.994873,5302481574
06/12/2018,13,Extreme Fear,3521.101807,5878333109
07/12/2018,11,Extreme Fear,3419.937256,6835615448
08/12/2018,11,Extreme Fear,3476.114746,5305024497
09/12/2018,14,Extreme Fear,3614.234375,4947372847
10/12/2018,19,Extreme Fear,3502.656006,5020968740
11/12/2018,15,Extreme Fear,3424.588135,4696765188
12/12/2018,14,Extreme Fear,3486.950195,4139364829
13/12/2018,14,Extreme Fear,3313.677246,4343372456
14/12/2018,10,Extreme Fear,3242.484863,4372763663
15/12/2018,11,Extreme Fear,3236.761719,3551763561
16/12/2018,13,Extreme Fear,3252.839111,3744248994
17/12/2018,17,Extreme Fear,3545.864746,5409247918
18/12/2018,23,Extreme Fear,3696.059082,5911325473
19/12/2018,21,Extreme Fear,3745.950684,6810689119
20/12/2018,27,Fear,4134.441406,8927129279
21/12/2018,35,Fear,3896.543701,7206015706
22/12/2018,28,Fear,4014.182617,5605823233
23/12/2018,31,Fear,3998.980225,6151275490
24/12/2018,25,Extreme Fear,4078.599121,7240968501
25/12/2018,33,Fear,3815.490723,6158207293
26/12/2018,26,Fear,3857.297607,5326547918
27/12/2018,29,Fear,3654.833496,5130222366
28/12/2018,21,Extreme Fear,3923.918701,5631554348
29/12/2018,24,Extreme Fear,3820.408691,4991655917
30/12/2018,23,Extreme Fear,3865.952637,4770578575
31/12/2018,26,Fear,3742.700439,4661840806
01/01/2019,24,Extreme Fear,3843.52002,4324200990
02/01/2019,30,Fear,3943.409424,5244856836
03/01/2019,33,Fear,3836.741211,4530215219
04/01/2019,48,Neutral,3857.717529,4847965467
05/01/2019,36,Fear,3845.19458,5137609824
06/01/2019,31,Fear,4076.632568,5597027440
07/01/2019,39,Fear,4025.248291,5228625637
08/01/2019,39,Fear,4030.8479,5306593305
09/01/2019,42,Fear,4035.296387,5115905225
10/01/2019,37,Fear,3678.924561,6874143796
11/01/2019,19,Extreme Fear,3687.365479,5538712865
12/01/2019,22,Extreme Fear,3661.301025,4778170883
13/01/2019,21,Extreme Fear,3552.953125,4681302466
14/01/2019,16,Extreme Fear,3706.052246,5651384490
15/01/2019,27,Fear,3630.675293,5537192302
16/01/2019,24,Extreme Fear,3655.006836,5394457145
17/01/2019,28,Fear,3678.563965,5464420383
18/01/2019,29,Fear,3657.839355,5002961727
19/01/2019,31,Fear,3728.568359,5955691380
20/01/2019,35,Fear,3601.013672,5582489560
21/01/2019,30,Fear,3576.032471,5004347059
22/01/2019,27,Fear,3604.577148,5313623556
23/01/2019,33,Fear,3585.123047,5433755649
24/01/2019,37,Fear,3600.865479,5262869046
25/01/2019,35,Fear,3599.765869,5265847539
26/01/2019,41,Fear,3602.460449,5098183235
27/01/2019,39,Fear,3583.96582,5570752966
28/01/2019,35,Fear,3470.450439,6908930483
29/01/2019,21,Extreme Fear,3448.116943,5897159493
30/01/2019,22,Extreme Fear,3486.181641,5955112627
31/01/2019,17,Extreme Fear,3457.792725,5831198271
01/02/2019,23,Extreme Fear,3487.945313,5422926707
02/02/2019,22,Extreme Fear,3521.060791,5071623601
03/02/2019,19,Extreme Fear,3464.013428,5043937584
04/02/2019,27,Fear,3459.154053,5332718886
05/02/2019,21,Extreme Fear,3466.357422,5227549545
06/02/2019,14,Extreme Fear,3413.767822,5482196038
07/02/2019,18,Extreme Fear,3399.47168,5004962683
08/02/2019,37,Fear,3666.780273,7735623101
09/02/2019,42,Fear,3671.203613,6158833645
10/02/2019,40,Fear,3690.188232,6282256903
11/02/2019,46,Fear,3648.430664,6277056434
12/02/2019,38,Fear,3653.528564,6480384532
13/02/2019,48,Neutral,3632.070557,6438903823
14/02/2019,48,Neutral,3616.880859,6271044418
15/02/2019,43,Fear,3620.810791,6091952231
16/02/2019,43,Fear,3629.787598,5934744052
17/02/2019,38,Fear,3673.836182,7039512503
18/02/2019,63,Greed,3915.714355,9908216640
19/02/2019,65,Greed,3947.094482,9933626655
20/02/2019,59,Greed,3999.820557,8693373948
21/02/2019,59,Greed,3954.118164,7775128102
22/02/2019,61,Greed,4005.526611,7826525254
23/02/2019,63,Greed,4142.526855,8922258316
24/02/2019,69,Greed,3810.42749,10794227451
25/02/2019,47,Neutral,3882.696289,9318796067
26/02/2019,40,Fear,3854.35791,7931218996
27/02/2019,39,Fear,3851.047363,8301309684
28/02/2019,39,Fear,3854.7854,8399767798
01/03/2019,42,Fear,3859.58374,7661247975
02/03/2019,41,Fear,3864.415039,7578786076
03/03/2019,44,Fear,3847.175781,7253558152
04/03/2019,36,Fear,3761.557129,9029175788
05/03/2019,35,Fear,3896.375,10174126415
06/03/2019,42,Fear,3903.942627,9175291529
07/03/2019,56,Greed,3911.484375,9584165519
08/03/2019,54,Neutral,3901.131592,10638638944
09/03/2019,55,Greed,3963.313721,10796103518
10/03/2019,55,Greed,3951.599854,9713267607
11/03/2019,56,Greed,3905.227295,10125901903
12/03/2019,56,Greed,3909.15625,9809887079
13/03/2019,54,Neutral,3906.717285,9469184841
14/03/2019,55,Greed,3924.369141,10480789570
15/03/2019,55,Greed,3960.911133,9394210605
16/03/2019,54,Neutral,4048.72583,9856166973
17/03/2019,58,Greed,4025.229004,8221625400
18/03/2019,56,Greed,4032.507324,9646954186
19/03/2019,56,Greed,4071.190186,9344919956
20/03/2019,55,Greed,4087.476318,10175916388
21/03/2019,62,Greed,4029.326904,10831212662
22/03/2019,56,Greed,4023.968262,9252935969
23/03/2019,50,Neutral,4035.826416,9578850549
24/03/2019,44,Fear,4022.168213,9144851065
25/03/2019,46,Fear,3963.070557,10359818883
26/03/2019,43,Fear,3985.080811,10707678815
27/03/2019,44,Fear,4087.066162,10897131934
28/03/2019,49,Neutral,4069.107178,9353915899
29/03/2019,50,Neutral,4098.374512,10918665557
30/03/2019,57,Greed,4106.660156,9732688060
31/03/2019,56,Greed,4105.404297,9045122443
01/04/2019,62,Greed,4158.183105,10157794171
02/04/2019,60,Greed,4879.87793,21315047816
03/04/2019,71,Greed,4973.021973,22899891582
04/04/2019,61,Greed,4922.798828,18251810240
05/04/2019,59,Greed,5036.681152,16837325387
06/04/2019,65,Greed,5059.817383,16929795194
07/04/2019,69,Greed,5198.896973,16655416140
08/04/2019,65,Greed,5289.770996,17154113634
09/04/2019,64,Greed,5204.958496,14722104361
10/04/2019,62,Greed,5324.551758,15504590933
11/04/2019,65,Greed,5064.487793,16555616019
12/04/2019,42,Fear,5089.539063,13675206312
13/04/2019,62,Greed,5096.586426,10823289598
14/04/2019,51,Neutral,5167.722168,10391952498
15/04/2019,60,Greed,5067.108398,12290155061
16/04/2019,50,Neutral,5235.55957,11618660197
17/04/2019,61,Greed,5251.937988,12438480677
18/04/2019,64,Greed,5298.385742,13256489918
19/04/2019,61,Greed,5303.8125,13780238655
20/04/2019,62,Greed,5337.88623,13169647522
21/04/2019,62,Greed,5314.53125,13731844223
22/04/2019,61,Greed,5399.365234,14601631648
23/04/2019,68,Greed,5572.362305,15867308108
24/04/2019,65,Greed,5464.866699,17048033399
25/04/2019,58,Greed,5210.515625,15330283408
26/04/2019,41,Fear,5279.348145,16812108040
27/04/2019,42,Fear,5268.291016,13111274675
28/04/2019,40,Fear,5285.13916,12819992056
29/04/2019,42,Fear,5247.352539,13735490672
30/04/2019,42,Fear,5350.726563,13878964574
01/05/2019,51,Neutral,5402.697266,13679528236
02/05/2019,50,Neutral,5505.283691,14644460907
03/05/2019,63,Greed,5768.289551,18720780006
04/05/2019,66,Greed,5831.16748,17567780766
05/05/2019,67,Greed,5795.708496,14808830723
06/05/2019,57,Greed,5746.807129,15737171804
07/05/2019,69,Greed,5829.501465,18026409033
08/05/2019,63,Greed,5982.45752,15320605300
09/05/2019,69,Greed,6174.528809,16784645411
10/05/2019,71,Greed,6378.849121,19419875368
11/05/2019,76,Extreme Greed,7204.771484,28867562329
12/05/2019,75,Greed,6972.371582,27773333680
13/05/2019,78,Extreme Greed,7814.915039,28677672181
14/05/2019,78,Extreme Greed,7994.416016,32031452227
15/05/2019,77,Extreme Greed,8205.167969,28344112920
16/05/2019,75,Greed,7884.90918,33167197581
17/05/2019,65,Greed,7343.895508,30066644905
18/05/2019,67,Greed,7271.208008,21354286562
19/05/2019,70,Greed,8197.689453,25902422040
20/05/2019,73,Greed,7978.309082,23843404340
21/05/2019,68,Greed,7963.327637,25127245056
22/05/2019,69,Greed,7680.066406,24719473175
23/05/2019,65,Greed,7881.84668,24457107820
24/05/2019,64,Greed,7987.371582,25919126991
25/05/2019,69,Greed,8052.543945,22256813107
26/05/2019,67,Greed,8673.21582,26677970091
27/05/2019,70,Greed,8805.77832,27949839564
28/05/2019,71,Greed,8719.961914,24226919267
29/05/2019,71,Greed,8659.487305,23473479966
30/05/2019,73,Greed,8319.472656,29246528551
31/05/2019,61,Greed,8574.501953,25365190957
01/06/2019,62,Greed,8564.016602,22488303544
02/06/2019,63,Greed,8742.958008,20266216022
03/06/2019,66,Greed,8208.995117,22004511436
04/06/2019,42,Fear,7707.770996,24609731549
05/06/2019,27,Fear,7824.231445,21760923463
06/06/2019,34,Fear,7822.023438,19474611077
07/06/2019,27,Fear,8043.951172,19141423231
08/06/2019,62,Greed,7954.12793,16522722810
09/06/2019,62,Greed,7688.077148,16610726547
10/06/2019,46,Fear,8000.32959,18689275117
11/06/2019,61,Greed,7927.714355,17107279932
12/06/2019,60,Greed,8145.857422,19034432883
13/06/2019,63,Greed,8230.923828,18669407147
14/06/2019,67,Greed,8693.833008,19831162906
15/06/2019,75,Greed,8838.375,18371033226
16/06/2019,80,Extreme Greed,8994.488281,23348550311
17/06/2019,84,Extreme Greed,9320.352539,15562951919
18/06/2019,83,Extreme Greed,9081.762695,15848210536
19/06/2019,82,Extreme Greed,9273.521484,15546809946
20/06/2019,81,Extreme Greed,9527.160156,17846823784
21/06/2019,84,Extreme Greed,10144.55664,20624008643
22/06/2019,83,Extreme Greed,10701.69141,29995204861
23/06/2019,84,Extreme Greed,10855.37109,20998326502
24/06/2019,80,Extreme Greed,11011.10254,19271652365
25/06/2019,87,Extreme Greed,11790.91699,24879684533
26/06/2019,95,Extreme Greed,13016.23145,45105733173
27/06/2019,92,Extreme Greed,11182.80664,39977475223
28/06/2019,62,Greed,12407.33203,35087757766
29/06/2019,74,Greed,11959.37109,29923961128
30/06/2019,78,Extreme Greed,10817.15527,27256473494
01/07/2019,65,Greed,10583.13477,29378589324
02/07/2019,63,Greed,10801.67773,31015895223
03/07/2019,79,Extreme Greed,11961.26953,30796494294
04/07/2019,76,Extreme Greed,11215.4375,25920294033
05/07/2019,67,Greed,10978.45996,23838480210
06/07/2019,72,Greed,11208.55078,21092024306
07/07/2019,67,Greed,11450.84668,19369044277
08/07/2019,74,Greed,12285.95801,23482551458
09/07/2019,84,Extreme Greed,12573.8125,28167921523
10/07/2019,83,Extreme Greed,12156.5127,33627574244
11/07/2019,62,Greed,11358.66211,28595327690
12/07/2019,33,Fear,11815.98633,23534692797
13/07/2019,65,Greed,11392.37891,21042616384
14/07/2019,61,Greed,10256.05859,22486000001
15/07/2019,16,Extreme Fear,10895.08984,25384047207
16/07/2019,34,Fear,9477.641602,24151199070
17/07/2019,19,Extreme Fear,9693.802734,24569921549
18/07/2019,40,Fear,10666.48242,25187024648
19/07/2019,42,Fear,10530.73242,20727426310
20/07/2019,34,Fear,10767.13965,20206615155
21/07/2019,42,Fear,10599.10547,17130580467
22/07/2019,42,Fear,10343.10645,16334414913
23/07/2019,40,Fear,9900.767578,17851916995
24/07/2019,20,Extreme Fear,9811.925781,17398734322
25/07/2019,42,Fear,9911.841797,15821952090
26/07/2019,24,Extreme Fear,9870.303711,14495714483
27/07/2019,47,Neutral,9477.677734,16817809536
28/07/2019,16,Extreme Fear,9552.860352,13738687093
29/07/2019,19,Extreme Fear,9519.145508,13791445323
30/07/2019,22,Extreme Fear,9607.423828,13829811132
31/07/2019,31,Fear,10085.62793,16631520648
01/08/2019,57,Greed,10399.66895,17165337858
02/08/2019,61,Greed,10518.1748,17489094082
03/08/2019,61,Greed,10821.72656,15352685061
04/08/2019,62,Greed,10970.18457,16530894787
